sell-or-buy,count,page,last_page,total,listing_datetime,unit_price,quantity,results.listings
sell,1000,1,4,3226,2020-04-11 00:00:00 UTC,57671,1820,417
sell,1000,1,4,3226,2020-04-10 00:00:00 UTC,56515,2097,446
sell,1000,1,4,3226,2020-04-09 00:00:00 UTC,55586,1943,437
sell,1000,1,4,3226,2020-04-08 00:00:00 UTC,54658,2191,474
sell,1000,1,4,3226,2020-04-07 00:00:00 UTC,54557,2336,496
sell,1000,1,4,3226,2020-04-06 00:00:00 UTC,53159,2360,498
sell,1000,1,4,3226,2020-04-05 00:00:00 UTC,52987,2769,571
sell,1000,1,4,3226,2020-04-04 00:00:00 UTC,52858,2734,554
sell,1000,1,4,3226,2020-04-03 00:00:00 UTC,52194,2961,568
sell,1000,1,4,3226,2020-04-02 00:00:00 UTC,52171,3369,620
sell,1000,1,4,3226,2020-04-01 00:00:00 UTC,52187,3373,597
sell,1000,1,4,3226,2020-03-31 00:00:00 UTC,51806,3569,615
sell,1000,1,4,3226,2020-03-30 00:00:00 UTC,50620,3830,663
sell,1000,1,4,3226,2020-03-29 00:00:00 UTC,51512,3766,646
sell,1000,1,4,3226,2020-03-28 00:00:00 UTC,51214,3712,654
sell,1000,1,4,3226,2020-03-27 00:00:00 UTC,51316,3584,632
sell,1000,1,4,3226,2020-03-26 00:00:00 UTC,50217,3845,681
sell,1000,1,4,3226,2020-03-25 00:00:00 UTC,50488,3807,695
sell,1000,1,4,3226,2020-03-24 00:00:00 UTC,51097,3673,652
sell,1000,1,4,3226,2020-03-23 00:00:00 UTC,50185,4140,752
sell,1000,1,4,3226,2020-03-22 00:00:00 UTC,50894,3946,715
sell,1000,1,4,3226,2020-03-21 00:00:00 UTC,50576,3950,693
sell,1000,1,4,3226,2020-03-20 00:00:00 UTC,50345,3918,678
sell,1000,1,4,3226,2020-03-19 00:00:00 UTC,48351,4230,739
sell,1000,1,4,3226,2020-03-18 00:00:00 UTC,51002,3825,662
sell,1000,1,4,3226,2020-03-17 00:00:00 UTC,52021,3657,615
sell,1000,1,4,3226,2020-03-16 00:00:00 UTC,51422,3975,664
sell,1000,1,4,3226,2020-03-15 00:00:00 UTC,51564,3852,644
sell,1000,1,4,3226,2020-03-14 00:00:00 UTC,50560,3832,633
sell,1000,1,4,3226,2020-03-13 00:00:00 UTC,51021,4010,626
sell,1000,1,4,3226,2020-03-12 00:00:00 UTC,50582,4041,619
sell,1000,1,4,3226,2020-03-11 00:00:00 UTC,49780,4160,652
sell,1000,1,4,3226,2020-03-10 00:00:00 UTC,49731,4110,650
sell,1000,1,4,3226,2020-03-09 00:00:00 UTC,50575,4083,643
sell,1000,1,4,3226,2020-03-08 00:00:00 UTC,50710,4246,668
sell,1000,1,4,3226,2020-03-07 00:00:00 UTC,49602,4365,699
sell,1000,1,4,3226,2020-03-06 00:00:00 UTC,50278,4601,741
sell,1000,1,4,3226,2020-03-05 00:00:00 UTC,48112,4721,769
sell,1000,1,4,3226,2020-03-04 00:00:00 UTC,50234,4545,724
sell,1000,1,4,3226,2020-03-03 00:00:00 UTC,50612,4324,682
sell,1000,1,4,3226,2020-03-02 00:00:00 UTC,50162,4336,689
sell,1000,1,4,3226,2020-03-01 00:00:00 UTC,51195,4129,645
sell,1000,1,4,3226,2020-02-29 00:00:00 UTC,48939,4188,673
sell,1000,1,4,3226,2020-02-28 00:00:00 UTC,49095,4259,687
sell,1000,1,4,3226,2020-02-27 00:00:00 UTC,48173,4421,711
sell,1000,1,4,3226,2020-02-26 00:00:00 UTC,49747,4055,637
sell,1000,1,4,3226,2020-02-25 00:00:00 UTC,50042,4140,692
sell,1000,1,4,3226,2020-02-24 00:00:00 UTC,48675,4129,691
sell,1000,1,4,3226,2020-02-23 00:00:00 UTC,50467,3909,668
sell,1000,1,4,3226,2020-02-22 00:00:00 UTC,50011,4013,706
sell,1000,1,4,3226,2020-02-21 00:00:00 UTC,50471,3978,690
sell,1000,1,4,3226,2020-02-20 00:00:00 UTC,49736,4153,738
sell,1000,1,4,3226,2020-02-19 00:00:00 UTC,50406,4062,710
sell,1000,1,4,3226,2020-02-18 00:00:00 UTC,50715,3988,689
sell,1000,1,4,3226,2020-02-17 00:00:00 UTC,50423,3803,615
sell,1000,1,4,3226,2020-02-16 00:00:00 UTC,50687,3799,616
sell,1000,1,4,3226,2020-02-15 00:00:00 UTC,51291,3604,595
sell,1000,1,4,3226,2020-02-14 00:00:00 UTC,50830,3653,634
sell,1000,1,4,3226,2020-02-13 00:00:00 UTC,50821,3562,622
sell,1000,1,4,3226,2020-02-12 00:00:00 UTC,49680,3520,709
sell,1000,1,4,3226,2020-02-11 00:00:00 UTC,49165,3448,717
sell,1000,1,4,3226,2020-02-10 00:00:00 UTC,49056,3484,711
sell,1000,1,4,3226,2020-02-09 00:00:00 UTC,49384,3341,691
sell,1000,1,4,3226,2020-02-08 00:00:00 UTC,50220,3158,643
sell,1000,1,4,3226,2020-02-07 00:00:00 UTC,51521,3041,600
sell,1000,1,4,3226,2020-02-06 00:00:00 UTC,51364,3163,634
sell,1000,1,4,3226,2020-02-05 00:00:00 UTC,51836,3135,623
sell,1000,1,4,3226,2020-02-04 00:00:00 UTC,50996,3150,632
sell,1000,1,4,3226,2020-02-03 00:00:00 UTC,51133,3421,705
sell,1000,1,4,3226,2020-02-02 00:00:00 UTC,50996,3151,631
sell,1000,1,4,3226,2020-02-01 00:00:00 UTC,50783,3217,622
sell,1000,1,4,3226,2020-01-31 00:00:00 UTC,50791,3465,676
sell,1000,1,4,3226,2020-01-30 00:00:00 UTC,49378,3643,726
sell,1000,1,4,3226,2020-01-29 00:00:00 UTC,51049,3435,665
sell,1000,1,4,3226,2020-01-28 00:00:00 UTC,50753,3424,656
sell,1000,1,4,3226,2020-01-27 00:00:00 UTC,50016,3541,703
sell,1000,1,4,3226,2020-01-26 00:00:00 UTC,50024,3569,692
sell,1000,1,4,3226,2020-01-25 00:00:00 UTC,49336,3517,671
sell,1000,1,4,3226,2020-01-24 00:00:00 UTC,50616,3352,650
sell,1000,1,4,3226,2020-01-23 00:00:00 UTC,50438,3279,634
sell,1000,1,4,3226,2020-01-22 00:00:00 UTC,51438,3194,615
sell,1000,1,4,3226,2020-01-21 00:00:00 UTC,50863,3351,647
sell,1000,1,4,3226,2020-01-20 00:00:00 UTC,50674,3454,660
sell,1000,1,4,3226,2020-01-19 00:00:00 UTC,50802,3494,672
sell,1000,1,4,3226,2020-01-18 00:00:00 UTC,49253,3621,707
sell,1000,1,4,3226,2020-01-17 00:00:00 UTC,49919,3741,736
sell,1000,1,4,3226,2020-01-16 00:00:00 UTC,49512,3801,760
sell,1000,1,4,3226,2020-01-15 00:00:00 UTC,50306,3635,722
sell,1000,1,4,3226,2020-01-14 00:00:00 UTC,50310,3760,725
sell,1000,1,4,3226,2020-01-13 00:00:00 UTC,48983,3608,717
sell,1000,1,4,3226,2020-01-12 00:00:00 UTC,49791,3519,712
sell,1000,1,4,3226,2020-01-11 00:00:00 UTC,50430,3384,658
sell,1000,1,4,3226,2020-01-10 00:00:00 UTC,49932,3413,665
sell,1000,1,4,3226,2020-01-09 00:00:00 UTC,49854,3269,660
sell,1000,1,4,3226,2020-01-08 00:00:00 UTC,50700,3054,593
sell,1000,1,4,3226,2020-01-07 00:00:00 UTC,52775,2978,583
sell,1000,1,4,3226,2020-01-06 00:00:00 UTC,51294,3355,666
sell,1000,1,4,3226,2020-01-05 00:00:00 UTC,50325,3445,694
sell,1000,1,4,3226,2020-01-04 00:00:00 UTC,51269,3431,678
sell,1000,1,4,3226,2020-01-03 00:00:00 UTC,51580,3321,654
sell,1000,1,4,3226,2020-01-02 00:00:00 UTC,51205,3324,661
sell,1000,1,4,3226,2020-01-01 00:00:00 UTC,50306,3570,711
sell,1000,1,4,3226,2019-12-31 00:00:00 UTC,49180,3691,750
sell,1000,1,4,3226,2019-12-30 00:00:00 UTC,50094,3651,721
sell,1000,1,4,3226,2019-12-29 00:00:00 UTC,50646,3750,703
sell,1000,1,4,3226,2019-12-28 00:00:00 UTC,49935,3822,731
sell,1000,1,4,3226,2019-12-27 00:00:00 UTC,50352,3842,730
sell,1000,1,4,3226,2019-12-26 00:00:00 UTC,50185,3946,752
sell,1000,1,4,3226,2019-12-25 00:00:00 UTC,49361,3927,751
sell,1000,1,4,3226,2019-12-24 00:00:00 UTC,50075,4051,783
sell,1000,1,4,3226,2019-12-23 00:00:00 UTC,50348,4030,766
sell,1000,1,4,3226,2019-12-22 00:00:00 UTC,49007,4090,798
sell,1000,1,4,3226,2019-12-21 00:00:00 UTC,48447,4057,792
sell,1000,1,4,3226,2019-12-20 00:00:00 UTC,47356,4083,807
sell,1000,1,4,3226,2019-12-19 00:00:00 UTC,48479,3979,776
sell,1000,1,4,3226,2019-12-18 00:00:00 UTC,49844,4004,773
sell,1000,1,4,3226,2019-12-17 00:00:00 UTC,49195,3837,751
sell,1000,1,4,3226,2019-12-16 00:00:00 UTC,49825,3547,707
