sell-or-buy,count,page,last_page,total,listing_datetime,unit_price,quantity,results.listings
sell,1000,1,4,3226,2020-05-03 13:43:48 UTC,54888,2426,514
sell,1000,1,4,3226,2020-05-03 12:46:20 UTC,58509,2320,494
sell,1000,1,4,3226,2020-05-03 12:00:00 UTC,57609,2395,511
sell,1000,1,4,3226,2020-05-03 10:06:08 UTC,57790,2306,491
sell,1000,1,4,3226,2020-05-03 09:25:32 UTC,58292,2343,509
sell,1000,1,4,3226,2020-05-03 08:34:09 UTC,56516,2267,503
sell,1000,1,4,3226,2020-05-03 07:34:52 UTC,55000,2243,485
sell,1000,1,4,3226,2020-05-03 07:00:00 UTC,58253,2258,484
sell,1000,1,4,3226,2020-05-03 05:00:00 UTC,58293,2207,485
sell,1000,1,4,3226,2020-05-03 03:30:26 UTC,58488,2246,495
sell,1000,1,4,3226,2020-05-03 02:33:38 UTC,58499,2198,477
sell,1000,1,4,3226,2020-05-03 02:00:00 UTC,58198,2190,473
sell,1000,1,4,3226,2020-05-03 00:00:00 UTC,59424,2179,466
sell,1000,1,4,3226,2020-05-02 22:26:34 UTC,58997,2178,465
sell,1000,1,4,3226,2020-05-02 21:30:00 UTC,55912,2157,455
sell,1000,1,4,3226,2020-05-02 21:00:00 UTC,59804,2051,454
sell,1000,1,4,3226,2020-05-02 19:00:00 UTC,59250,2065,460
sell,1000,1,4,3226,2020-05-02 17:29:28 UTC,57254,1962,454
sell,1000,1,4,3226,2020-05-02 16:32:43 UTC,58655,2060,476
sell,1000,1,4,3226,2020-05-02 16:00:00 UTC,58399,2169,505
sell,1000,1,4,3226,2020-05-02 14:07:31 UTC,58016,2199,521
sell,1000,1,4,3226,2020-05-02 13:29:16 UTC,58873,2061,480
sell,1000,1,4,3226,2020-05-02 12:41:03 UTC,58864,2175,484
sell,1000,1,4,3226,2020-05-02 11:42:20 UTC,58869,2145,477
sell,1000,1,4,3226,2020-05-02 11:00:00 UTC,59124,1999,458
sell,1000,1,4,3226,2020-05-02 09:06:32 UTC,59855,1880,442
sell,1000,1,4,3226,2020-05-02 08:28:26 UTC,59556,1897,451
sell,1000,1,4,3226,2020-05-02 07:38:51 UTC,59557,1891,450
sell,1000,1,4,3226,2020-05-02 06:41:22 UTC,58080,2005,474
sell,1000,1,4,3226,2020-05-02 06:00:00 UTC,57983,2042,485
sell,1000,1,4,3226,2020-05-02 04:09:27 UTC,56879,2074,485
sell,1000,1,4,3226,2020-05-02 03:32:14 UTC,58090,2030,476
sell,1000,1,4,3226,2020-05-02 02:42:26 UTC,58086,1989,475
sell,1000,1,4,3226,2020-05-02 01:44:57 UTC,58788,1961,459
sell,1000,1,4,3226,2020-05-02 01:00:00 UTC,57431,1908,435
sell,1000,1,4,3226,2020-05-01 23:06:57 UTC,59859,1871,429
sell,1000,1,4,3226,2020-05-01 22:26:54 UTC,58000,1824,433
sell,1000,1,4,3226,2020-05-01 21:39:32 UTC,59393,1886,455
sell,1000,1,4,3226,2020-05-01 20:42:18 UTC,59391,1971,469
sell,1000,1,4,3226,2020-05-01 20:00:00 UTC,59085,2011,476
sell,1000,1,4,3226,2020-05-01 18:03:17 UTC,59087,2066,477
sell,1000,1,4,3226,2020-05-01 17:24:40 UTC,57500,2093,489
sell,1000,1,4,3226,2020-05-01 16:35:47 UTC,55998,2135,491
sell,1000,1,4,3226,2020-05-01 15:32:47 UTC,58978,2109,491
sell,1000,1,4,3226,2020-05-01 14:45:52 UTC,59081,2092,487
sell,1000,1,4,3226,2020-05-01 13:59:11 UTC,56050,2162,489
sell,1000,1,4,3226,2020-05-01 13:00:00 UTC,55389,2077,489
sell,1000,1,4,3226,2020-05-01 11:26:24 UTC,53380,2211,516
sell,1000,1,4,3226,2020-05-01 10:29:24 UTC,53690,2177,507
sell,1000,1,4,3226,2020-05-01 09:41:24 UTC,53000,2207,505
sell,1000,1,4,3226,2020-05-01 08:59:13 UTC,51999,2202,516
sell,1000,1,4,3226,2020-05-01 08:00:00 UTC,53249,2171,502
sell,1000,1,4,3226,2020-05-01 06:25:27 UTC,53485,2157,503
sell,1000,1,4,3226,2020-05-01 05:27:38 UTC,53486,2093,500
sell,1000,1,4,3226,2020-05-01 05:00:00 UTC,52990,2101,503
sell,1000,1,4,3226,2020-05-01 03:00:00 UTC,53584,2035,492
sell,1000,1,4,3226,2020-05-01 01:20:59 UTC,57999,1870,455
sell,1000,1,4,3226,2020-05-01 00:24:14 UTC,52104,1911,478
sell,1000,1,4,3226,2020-04-30 23:37:05 UTC,59398,1881,461
sell,1000,1,4,3226,2020-04-30 22:55:42 UTC,58389,2004,476
sell,1000,1,4,3226,2020-04-30 22:00:00 UTC,59085,2104,481
sell,1000,1,4,3226,2020-04-30 20:19:20 UTC,59178,1996,467
sell,1000,1,4,3226,2020-04-30 19:19:39 UTC,55000,1917,451
sell,1000,1,4,3226,2020-04-30 18:29:37 UTC,58975,1870,440
sell,1000,1,4,3226,2020-04-30 17:45:36 UTC,59043,1873,446
sell,1000,1,4,3226,2020-04-30 16:37:37 UTC,58899,1917,461
sell,1000,1,4,3226,2020-04-30 16:00:00 UTC,58223,2002,493
sell,1000,1,4,3226,2020-04-30 14:06:54 UTC,57497,2093,508
sell,1000,1,4,3226,2020-04-30 13:17:55 UTC,57990,2095,499
sell,1000,1,4,3226,2020-04-30 12:34:56 UTC,56207,2104,500
sell,1000,1,4,3226,2020-04-30 11:37:31 UTC,56695,2170,524
sell,1000,1,4,3226,2020-04-30 11:00:00 UTC,56947,2163,519
sell,1000,1,4,3226,2020-04-30 09:08:06 UTC,56695,2134,514
sell,1000,1,4,3226,2020-04-30 08:20:24 UTC,57996,2043,492
sell,1000,1,4,3226,2020-04-30 07:36:05 UTC,58058,2004,483
sell,1000,1,4,3226,2020-04-30 06:29:35 UTC,56595,2045,520
sell,1000,1,4,3226,2020-04-30 05:47:33 UTC,57977,2052,519
sell,1000,1,4,3226,2020-04-30 04:56:24 UTC,57961,2045,525
sell,1000,1,4,3226,2020-04-30 04:00:00 UTC,57797,2084,533
sell,1000,1,4,3226,2020-04-30 02:30:52 UTC,57500,2091,532
sell,1000,1,4,3226,2020-04-30 01:23:57 UTC,56895,2103,534
sell,1000,1,4,3226,2020-04-30 00:43:19 UTC,57000,2115,529
sell,1000,1,4,3226,2020-04-29 23:49:57 UTC,57394,2177,539
sell,1000,1,4,3226,2020-04-29 23:00:00 UTC,56949,2435,575
sell,1000,1,4,3226,2020-04-29 21:18:22 UTC,56499,2473,579
sell,1000,1,4,3226,2020-04-29 20:11:53 UTC,51999,2500,572
sell,1000,1,4,3226,2020-04-29 19:26:20 UTC,56578,2648,610
sell,1000,1,4,3226,2020-04-29 18:40:55 UTC,56894,2538,595
sell,1000,1,4,3226,2020-04-29 17:42:31 UTC,56990,2549,590
sell,1000,1,4,3226,2020-04-29 17:00:00 UTC,56499,2574,586
sell,1000,1,4,3226,2020-04-29 15:03:39 UTC,56800,2592,578
sell,1000,1,4,3226,2020-04-29 14:23:37 UTC,56800,2584,578
sell,1000,1,4,3226,2020-04-29 13:32:16 UTC,57185,2528,574
sell,1000,1,4,3226,2020-04-29 12:32:55 UTC,49851,2446,562
sell,1000,1,4,3226,2020-04-29 11:41:53 UTC,57210,2341,561
sell,1000,1,4,3226,2020-04-29 11:00:00 UTC,56951,2406,580
sell,1000,1,4,3226,2020-04-29 09:24:38 UTC,55897,2461,604
sell,1000,1,4,3226,2020-04-29 08:35:31 UTC,54038,2518,630
sell,1000,1,4,3226,2020-04-29 07:39:23 UTC,54040,2530,622
sell,1000,1,4,3226,2020-04-29 07:00:00 UTC,52026,2507,617
sell,1000,1,4,3226,2020-04-29 05:03:24 UTC,56691,2479,599
sell,1000,1,4,3226,2020-04-29 04:23:03 UTC,54536,2466,609
sell,1000,1,4,3226,2020-04-29 03:31:31 UTC,52940,2512,619
sell,1000,1,4,3226,2020-04-29 02:32:43 UTC,54498,2464,605
sell,1000,1,4,3226,2020-04-29 02:00:00 UTC,56699,2395,584
sell,1000,1,4,3226,2020-04-29 00:02:30 UTC,55515,2332,569
sell,1000,1,4,3226,2020-04-28 23:24:02 UTC,57065,2324,568
sell,1000,1,4,3226,2020-04-28 22:34:50 UTC,57000,2371,577
sell,1000,1,4,3226,2020-04-28 21:36:45 UTC,56994,2360,583
sell,1000,1,4,3226,2020-04-28 21:00:00 UTC,56799,2393,580
sell,1000,1,4,3226,2020-04-28 19:00:00 UTC,56255,2472,585
sell,1000,1,4,3226,2020-04-28 17:21:56 UTC,52714,2517,601
sell,1000,1,4,3226,2020-04-28 16:00:00 UTC,51986,2441,620
sell,1000,1,4,3226,2020-04-28 14:17:41 UTC,53987,2493,618
sell,1000,1,4,3226,2020-04-28 13:14:54 UTC,53986,2503,624
sell,1000,1,4,3226,2020-04-28 12:37:03 UTC,53684,2536,633
sell,1000,1,4,3226,2020-04-28 11:46:14 UTC,52500,2576,646
sell,1000,1,4,3226,2020-04-28 10:47:07 UTC,52529,2594,641
sell,1000,1,4,3226,2020-04-28 10:00:00 UTC,52647,2504,632
sell,1000,1,4,3226,2020-04-28 08:19:43 UTC,52088,2505,636
sell,1000,1,4,3226,2020-04-28 07:42:51 UTC,52389,2526,637
sell,1000,1,4,3226,2020-04-28 06:54:31 UTC,52502,2417,624
sell,1000,1,4,3226,2020-04-28 06:00:00 UTC,53331,2487,623
sell,1000,1,4,3226,2020-04-28 04:25:59 UTC,53999,2482,603
sell,1000,1,4,3226,2020-04-28 03:22:03 UTC,53400,2425,606
sell,1000,1,4,3226,2020-04-28 02:43:27 UTC,56996,2370,584
sell,1000,1,4,3226,2020-04-28 01:55:26 UTC,54998,2353,573
sell,1000,1,4,3226,2020-04-28 01:00:00 UTC,56874,2379,583
sell,1000,1,4,3226,2020-04-27 23:28:57 UTC,56491,2469,593
sell,1000,1,4,3226,2020-04-27 22:20:53 UTC,54800,2550,626
sell,1000,1,4,3226,2020-04-27 21:43:56 UTC,54899,2593,632
sell,1000,1,4,3226,2020-04-27 20:52:52 UTC,54095,2587,626
sell,1000,1,4,3226,2020-04-27 20:00:00 UTC,54972,2578,619
sell,1000,1,4,3226,2020-04-27 18:21:32 UTC,55397,2514,619
sell,1000,1,4,3226,2020-04-27 17:16:39 UTC,51999,2545,626
sell,1000,1,4,3226,2020-04-27 16:36:06 UTC,55373,2583,617
sell,1000,1,4,3226,2020-04-27 15:49:51 UTC,54000,2478,621
sell,1000,1,4,3226,2020-04-27 15:00:00 UTC,56992,2371,584
sell,1000,1,4,3226,2020-04-27 13:22:11 UTC,56780,2425,604
sell,1000,1,4,3226,2020-04-27 12:11:05 UTC,56467,2435,607
sell,1000,1,4,3226,2020-04-27 11:34:03 UTC,56780,2450,605
sell,1000,1,4,3226,2020-04-27 10:42:41 UTC,56782,2426,604
sell,1000,1,4,3226,2020-04-27 09:44:36 UTC,56502,2382,591
sell,1000,1,4,3226,2020-04-27 09:00:00 UTC,54598,2365,593
sell,1000,1,4,3226,2020-04-27 07:08:58 UTC,56998,2340,572
sell,1000,1,4,3226,2020-04-27 06:27:45 UTC,57050,2337,563
sell,1000,1,4,3226,2020-04-27 05:37:03 UTC,57089,2303,559
sell,1000,1,4,3226,2020-04-27 04:39:22 UTC,57085,2331,560
sell,1000,1,4,3226,2020-04-27 04:00:00 UTC,56220,2434,589
sell,1000,1,4,3226,2020-04-27 02:01:13 UTC,52999,2452,586
sell,1000,1,4,3226,2020-04-27 01:25:19 UTC,51501,2510,580
sell,1000,1,4,3226,2020-04-27 00:35:10 UTC,55554,2391,564
sell,1000,1,4,3226,2020-04-26 23:36:38 UTC,55324,2535,607
sell,1000,1,4,3226,2020-04-26 23:00:00 UTC,55212,2559,616
sell,1000,1,4,3226,2020-04-26 21:03:57 UTC,55398,2627,627
sell,1000,1,4,3226,2020-04-26 20:22:07 UTC,55418,2642,626
sell,1000,1,4,3226,2020-04-26 19:30:31 UTC,55309,2625,624
sell,1000,1,4,3226,2020-04-26 18:32:01 UTC,52000,2502,598
sell,1000,1,4,3226,2020-04-26 18:00:00 UTC,55429,2548,609
sell,1000,1,4,3226,2020-04-26 16:00:00 UTC,54976,2742,632
sell,1000,1,4,3226,2020-04-26 14:24:51 UTC,54788,2764,641
sell,1000,1,4,3226,2020-04-26 13:25:34 UTC,54886,2825,644
sell,1000,1,4,3226,2020-04-26 12:36:34 UTC,54889,2821,639
sell,1000,1,4,3226,2020-04-26 11:52:40 UTC,54595,2749,631
sell,1000,1,4,3226,2020-04-26 11:00:00 UTC,54749,2776,637
sell,1000,1,4,3226,2020-04-26 09:10:42 UTC,51400,2795,636
sell,1000,1,4,3226,2020-04-26 08:13:29 UTC,54997,2757,630
sell,1000,1,4,3226,2020-04-26 07:22:08 UTC,53799,2732,631
sell,1000,1,4,3226,2020-04-26 06:39:33 UTC,55431,2612,600
sell,1000,1,4,3226,2020-04-26 06:00:00 UTC,54293,2598,598
sell,1000,1,4,3226,2020-04-26 04:10:17 UTC,55282,2545,575
sell,1000,1,4,3226,2020-04-26 03:12:42 UTC,56971,2610,585
sell,1000,1,4,3226,2020-04-26 02:24:02 UTC,57082,2573,571
sell,1000,1,4,3226,2020-04-26 01:41:26 UTC,53199,2723,618
sell,1000,1,4,3226,2020-04-26 00:35:41 UTC,53989,2713,596
sell,1000,1,4,3226,2020-04-25 23:41:17 UTC,57084,2633,568
sell,1000,1,4,3226,2020-04-25 22:41:38 UTC,56999,2644,569
sell,1000,1,4,3226,2020-04-25 22:00:00 UTC,57591,2311,548
sell,1000,1,4,3226,2020-04-25 20:18:42 UTC,57898,2110,532
sell,1000,1,4,3226,2020-04-25 19:08:08 UTC,57979,2095,520
sell,1000,1,4,3226,2020-04-25 18:27:21 UTC,57499,2043,508
sell,1000,1,4,3226,2020-04-25 17:35:05 UTC,57888,1983,497
sell,1000,1,4,3226,2020-04-25 16:36:06 UTC,57985,2041,498
sell,1000,1,4,3226,2020-04-25 16:00:00 UTC,56246,2207,533
sell,1000,1,4,3226,2020-04-25 14:00:00 UTC,54740,2264,551
sell,1000,1,4,3226,2020-04-25 12:28:01 UTC,54998,2222,534
sell,1000,1,4,3226,2020-04-25 11:29:11 UTC,52020,2264,540
sell,1000,1,4,3226,2020-04-25 10:41:37 UTC,53598,2306,541
sell,1000,1,4,3226,2020-04-25 09:00:00 UTC,53534,2334,568
sell,1000,1,4,3226,2020-04-25 07:18:34 UTC,53099,2342,569
sell,1000,1,4,3226,2020-04-25 06:20:55 UTC,52332,2348,577
sell,1000,1,4,3226,2020-04-25 05:32:14 UTC,52037,2353,569
sell,1000,1,4,3226,2020-04-25 04:47:10 UTC,48500,2352,573
sell,1000,1,4,3226,2020-04-25 04:00:00 UTC,54143,2333,560
sell,1000,1,4,3226,2020-04-25 02:26:03 UTC,54350,2282,548
sell,1000,1,4,3226,2020-04-25 01:26:28 UTC,53999,2272,544
sell,1000,1,4,3226,2020-04-25 00:38:49 UTC,57492,2187,517
sell,1000,1,4,3226,2020-04-24 23:53:37 UTC,56248,2240,537
sell,1000,1,4,3226,2020-04-24 23:00:00 UTC,54945,2204,517
sell,1000,1,4,3226,2020-04-24 21:15:02 UTC,57198,2273,524
sell,1000,1,4,3226,2020-04-24 20:16:49 UTC,57094,2299,529
sell,1000,1,4,3226,2020-04-24 19:32:36 UTC,56996,2278,529
sell,1000,1,4,3226,2020-04-24 18:46:46 UTC,55985,2357,531
sell,1000,1,4,3226,2020-04-24 18:00:00 UTC,56377,2287,523
sell,1000,1,4,3226,2020-04-24 16:14:52 UTC,55090,2328,520
sell,1000,1,4,3226,2020-04-24 15:15:53 UTC,56999,2419,544
sell,1000,1,4,3226,2020-04-24 14:29:40 UTC,57175,2350,530
sell,1000,1,4,3226,2020-04-24 13:44:14 UTC,57078,2298,537
sell,1000,1,4,3226,2020-04-24 13:00:00 UTC,55923,2339,536
sell,1000,1,4,3226,2020-04-24 11:14:59 UTC,55084,2313,533
sell,1000,1,4,3226,2020-04-24 10:16:52 UTC,57200,2086,505
sell,1000,1,4,3226,2020-04-24 09:30:19 UTC,57889,2048,491
sell,1000,1,4,3226,2020-04-24 08:45:15 UTC,57998,2010,483
sell,1000,1,4,3226,2020-04-24 08:00:00 UTC,58318,2016,476
sell,1000,1,4,3226,2020-04-24 06:13:47 UTC,57558,1988,483
sell,1000,1,4,3226,2020-04-24 05:15:34 UTC,57961,2009,482
sell,1000,1,4,3226,2020-04-24 04:29:23 UTC,57961,2003,476
sell,1000,1,4,3226,2020-04-24 03:44:18 UTC,56999,2006,476
sell,1000,1,4,3226,2020-04-24 03:00:00 UTC,57487,2015,482
sell,1000,1,4,3226,2020-04-24 01:17:47 UTC,58876,2050,490
sell,1000,1,4,3226,2020-04-24 00:19:05 UTC,57584,2038,481
sell,1000,1,4,3226,2020-04-23 23:32:53 UTC,58417,2021,479
sell,1000,1,4,3226,2020-04-23 22:47:20 UTC,58912,2108,486
sell,1000,1,4,3226,2020-04-23 22:00:00 UTC,58819,2059,477
sell,1000,1,4,3226,2020-04-23 20:13:02 UTC,58725,2011,472
sell,1000,1,4,3226,2020-04-23 19:14:49 UTC,56045,2135,510
sell,1000,1,4,3226,2020-04-23 18:31:20 UTC,56900,2141,498
sell,1000,1,4,3226,2020-04-23 17:49:28 UTC,58410,2114,504
sell,1000,1,4,3226,2020-04-23 17:00:00 UTC,58717,2074,486
sell,1000,1,4,3226,2020-04-23 15:11:38 UTC,58930,1953,469
sell,1000,1,4,3226,2020-04-23 14:14:35 UTC,58930,1934,457
sell,1000,1,4,3226,2020-04-23 13:29:09 UTC,58718,2032,475
sell,1000,1,4,3226,2020-04-23 12:43:51 UTC,55925,2092,476
sell,1000,1,4,3226,2020-04-23 11:38:07 UTC,57368,1917,468
sell,1000,1,4,3226,2020-04-23 11:00:00 UTC,56484,2001,491
sell,1000,1,4,3226,2020-04-23 09:13:41 UTC,57584,1917,454
sell,1000,1,4,3226,2020-04-23 08:26:04 UTC,57481,1909,459
sell,1000,1,4,3226,2020-04-23 07:45:26 UTC,57499,1847,435
sell,1000,1,4,3226,2020-04-23 06:35:35 UTC,53998,1924,470
sell,1000,1,4,3226,2020-04-23 06:00:00 UTC,56621,1907,454
sell,1000,1,4,3226,2020-04-23 04:10:57 UTC,59200,1890,452
sell,1000,1,4,3226,2020-04-23 03:24:46 UTC,59500,1866,438
sell,1000,1,4,3226,2020-04-23 02:37:39 UTC,59511,1863,441
sell,1000,1,4,3226,2020-04-23 01:37:17 UTC,54898,1942,466
sell,1000,1,4,3226,2020-04-23 01:00:00 UTC,55948,1973,475
sell,1000,1,4,3226,2020-04-22 23:04:57 UTC,57446,1901,456
sell,1000,1,4,3226,2020-04-22 22:13:52 UTC,58098,1878,443
sell,1000,1,4,3226,2020-04-22 21:33:06 UTC,59691,1831,429
sell,1000,1,4,3226,2020-04-22 20:23:34 UTC,59698,1798,424
sell,1000,1,4,3226,2020-04-22 19:45:22 UTC,59799,1813,422
sell,1000,1,4,3226,2020-04-22 18:52:20 UTC,59700,1837,426
sell,1000,1,4,3226,2020-04-22 18:00:00 UTC,58925,2018,471
sell,1000,1,4,3226,2020-04-22 16:22:40 UTC,58299,2055,480
sell,1000,1,4,3226,2020-04-22 15:17:10 UTC,58362,2092,479
sell,1000,1,4,3226,2020-04-22 14:34:24 UTC,58592,2101,474
sell,1000,1,4,3226,2020-04-22 13:41:35 UTC,58590,2135,477
sell,1000,1,4,3226,2020-04-22 12:44:31 UTC,58977,2024,467
sell,1000,1,4,3226,2020-04-22 12:00:00 UTC,58896,2013,465
sell,1000,1,4,3226,2020-04-22 10:02:36 UTC,56999,1973,467
sell,1000,1,4,3226,2020-04-22 09:24:39 UTC,58878,2004,464
sell,1000,1,4,3226,2020-04-22 08:38:47 UTC,57897,2018,466
sell,1000,1,4,3226,2020-04-22 07:41:08 UTC,57998,2081,465
sell,1000,1,4,3226,2020-04-22 07:00:00 UTC,56899,2046,481
sell,1000,1,4,3226,2020-04-22 05:01:28 UTC,54803,2114,498
sell,1000,1,4,3226,2020-04-22 04:20:13 UTC,54808,2123,495
sell,1000,1,4,3226,2020-04-22 03:27:50 UTC,54815,2084,489
sell,1000,1,4,3226,2020-04-22 02:29:53 UTC,58805,2022,468
sell,1000,1,4,3226,2020-04-22 01:40:14 UTC,58807,2031,463
sell,1000,1,4,3226,2020-04-22 00:57:28 UTC,58809,2000,462
sell,1000,1,4,3226,2020-04-22 00:00:00 UTC,58490,1986,462
sell,1000,1,4,3226,2020-04-21 22:25:38 UTC,58000,2014,475
sell,1000,1,4,3226,2020-04-21 21:27:22 UTC,57790,2006,477
sell,1000,1,4,3226,2020-04-21 20:38:15 UTC,57599,2041,479
sell,1000,1,4,3226,2020-04-21 19:53:29 UTC,57991,2023,470
sell,1000,1,4,3226,2020-04-21 19:00:00 UTC,57298,2149,477
sell,1000,1,4,3226,2020-04-21 17:05:34 UTC,56924,2337,493
sell,1000,1,4,3226,2020-04-21 16:00:00 UTC,56215,2445,514
sell,1000,1,4,3226,2020-04-21 14:29:41 UTC,55886,2482,534
sell,1000,1,4,3226,2020-04-21 13:24:29 UTC,55796,2489,525
sell,1000,1,4,3226,2020-04-21 12:45:19 UTC,56528,2465,516
sell,1000,1,4,3226,2020-04-21 11:51:33 UTC,56540,2436,505
sell,1000,1,4,3226,2020-04-21 11:00:00 UTC,55865,2477,515
sell,1000,1,4,3226,2020-04-21 09:22:51 UTC,55599,2529,539
sell,1000,1,4,3226,2020-04-21 08:15:12 UTC,55690,2520,529
sell,1000,1,4,3226,2020-04-21 07:32:49 UTC,52499,2480,515
sell,1000,1,4,3226,2020-04-21 06:49:13 UTC,53036,2470,514
sell,1000,1,4,3226,2020-04-21 06:00:00 UTC,56454,2465,510
sell,1000,1,4,3226,2020-04-21 04:17:58 UTC,56387,2452,514
sell,1000,1,4,3226,2020-04-21 03:13:57 UTC,56541,2480,506
sell,1000,1,4,3226,2020-04-20 23:59:39 UTC,54790,2556,511
sell,1000,1,4,3226,2020-04-20 21:42:43 UTC,54696,2533,510
sell,1000,1,4,3226,2020-04-20 21:00:00 UTC,54984,2642,516
sell,1000,1,4,3226,2020-04-20 19:18:45 UTC,48599,2568,511
sell,1000,1,4,3226,2020-04-20 18:20:16 UTC,54605,2556,513
sell,1000,1,4,3226,2020-04-20 17:33:34 UTC,54897,2506,512
sell,1000,1,4,3226,2020-04-20 16:47:33 UTC,53056,2607,542
sell,1000,1,4,3226,2020-04-20 16:00:00 UTC,53597,2558,529
sell,1000,1,4,3226,2020-04-20 14:12:05 UTC,54395,2581,526
sell,1000,1,4,3226,2020-04-20 13:12:46 UTC,54291,2576,523
sell,1000,1,4,3226,2020-04-20 12:29:15 UTC,51999,2565,522
sell,1000,1,4,3226,2020-04-20 11:42:54 UTC,54197,2519,514
sell,1000,1,4,3226,2020-04-20 10:38:40 UTC,54499,2558,515
sell,1000,1,4,3226,2020-04-20 10:00:00 UTC,54295,2537,511
sell,1000,1,4,3226,2020-04-20 08:13:38 UTC,54899,2341,491
sell,1000,1,4,3226,2020-04-20 07:27:47 UTC,57597,2095,461
sell,1000,1,4,3226,2020-04-20 06:43:54 UTC,57306,2159,475
sell,1000,1,4,3226,2020-04-20 05:38:39 UTC,55998,2177,484
sell,1000,1,4,3226,2020-04-20 05:00:00 UTC,56522,2228,486
sell,1000,1,4,3226,2020-04-20 03:16:34 UTC,57708,2170,469
sell,1000,1,4,3226,2020-04-20 02:31:19 UTC,57798,2163,466
sell,1000,1,4,3226,2020-04-20 01:47:11 UTC,58986,1946,449
sell,1000,1,4,3226,2020-04-20 01:00:00 UTC,55500,2086,508
sell,1000,1,4,3226,2020-04-19 23:17:28 UTC,56868,2078,512
sell,1000,1,4,3226,2020-04-19 22:20:06 UTC,57000,2063,488
sell,1000,1,4,3226,2020-04-19 21:33:48 UTC,57000,2122,486
sell,1000,1,4,3226,2020-04-19 20:49:46 UTC,55899,2265,515
sell,1000,1,4,3226,2020-04-19 20:00:00 UTC,56040,2281,514
sell,1000,1,4,3226,2020-04-19 18:22:24 UTC,50000,2237,510
sell,1000,1,4,3226,2020-04-19 17:24:23 UTC,56596,2204,495
sell,1000,1,4,3226,2020-04-19 16:37:22 UTC,56796,2182,502
sell,1000,1,4,3226,2020-04-19 15:51:34 UTC,56881,2259,521
sell,1000,1,4,3226,2020-04-19 15:00:00 UTC,55886,2251,522
sell,1000,1,4,3226,2020-04-19 13:17:59 UTC,56669,2245,519
sell,1000,1,4,3226,2020-04-19 12:17:25 UTC,56888,2201,508
sell,1000,1,4,3226,2020-04-19 11:31:57 UTC,54998,2166,505
sell,1000,1,4,3226,2020-04-19 10:51:12 UTC,54790,2246,521
sell,1000,1,4,3226,2020-04-19 10:00:00 UTC,56998,2064,491
sell,1000,1,4,3226,2020-04-19 08:13:22 UTC,57489,2004,468
sell,1000,1,4,3226,2020-04-19 07:14:06 UTC,57584,1958,453
sell,1000,1,4,3226,2020-04-19 06:28:13 UTC,53596,1889,446
sell,1000,1,4,3226,2020-04-19 05:42:11 UTC,54000,1852,434
sell,1000,1,4,3226,2020-04-19 04:37:37 UTC,59000,1809,421
sell,1000,1,4,3226,2020-04-19 04:00:00 UTC,58589,1867,440
sell,1000,1,4,3226,2020-04-19 02:14:08 UTC,58000,1845,430
sell,1000,1,4,3226,2020-04-19 01:23:45 UTC,58992,1849,434
sell,1000,1,4,3226,2020-04-19 00:42:32 UTC,58493,1880,431
sell,1000,1,4,3226,2020-04-18 23:33:06 UTC,58887,1964,453
sell,1000,1,4,3226,2020-04-18 23:00:00 UTC,56999,1961,447
sell,1000,1,4,3226,2020-04-18 21:05:03 UTC,57605,2127,492
sell,1000,1,4,3226,2020-04-18 20:18:24 UTC,56987,2203,510
sell,1000,1,4,3226,2020-04-18 19:32:19 UTC,56090,2167,504
sell,1000,1,4,3226,2020-04-18 18:31:23 UTC,54998,2288,530
sell,1000,1,4,3226,2020-04-18 17:47:54 UTC,54988,2299,534
sell,1000,1,4,3226,2020-04-18 16:54:54 UTC,54596,2299,532
sell,1000,1,4,3226,2020-04-18 16:00:00 UTC,53993,2434,557
sell,1000,1,4,3226,2020-04-18 14:27:19 UTC,53984,2412,566
sell,1000,1,4,3226,2020-04-18 13:18:13 UTC,53991,2370,553
sell,1000,1,4,3226,2020-04-18 12:39:49 UTC,53997,2351,548
sell,1000,1,4,3226,2020-04-18 11:47:31 UTC,54998,2302,530
sell,1000,1,4,3226,2020-04-18 11:00:00 UTC,55489,2278,526
sell,1000,1,4,3226,2020-04-18 09:22:30 UTC,56396,2192,505
sell,1000,1,4,3226,2020-04-18 08:14:47 UTC,57396,2106,500
sell,1000,1,4,3226,2020-04-18 07:33:35 UTC,54999,2135,489
sell,1000,1,4,3226,2020-04-18 06:38:39 UTC,57000,2113,480
sell,1000,1,4,3226,2020-04-18 05:39:59 UTC,58967,2024,461
sell,1000,1,4,3226,2020-04-18 05:00:00 UTC,58833,2033,467
sell,1000,1,4,3226,2020-04-18 03:03:20 UTC,56502,2119,498
sell,1000,1,4,3226,2020-04-18 02:22:56 UTC,55400,2109,505
sell,1000,1,4,3226,2020-04-18 01:35:09 UTC,54994,2197,539
sell,1000,1,4,3226,2020-04-18 00:37:20 UTC,52515,2328,562
sell,1000,1,4,3226,2020-04-18 00:00:00 UTC,55009,2180,520
sell,1000,1,4,3226,2020-04-17 00:00:00 UTC,52226,2467,551
sell,1000,1,4,3226,2020-04-16 00:00:00 UTC,52662,2318,523
sell,1000,1,4,3226,2020-04-15 00:00:00 UTC,57691,2130,494
sell,1000,1,4,3226,2020-04-14 00:00:00 UTC,57172,1950,449
sell,1000,1,4,3226,2020-04-13 00:00:00 UTC,57674,1835,417
sell,1000,1,4,3226,2020-04-12 00:00:00 UTC,56885,1874,430
